Type;Cote;Disponibilité;Fond;Titre;Auteur;Date;Édition;Tome;Thème général;Thème particulier;Résumé;Recollage
Livre;FL 944 044 PRE;Empruntable;Local;LES HÉROS DE LA VENDÉE OU BIOGRAPHIE DES PRINCIPAUX CHEFS VENDÉENS;PREO M. de;1841;1;;Géographie et Histoire;Terreur 1793-1794;"Bibliothèque de la Jeunesse Chrétienne 
Les chefs vendéens : Cathelineau, Bonchamps, d’Elbée, Lescure, Henri, Louis et Auguste de La Rochejaquelein, Stofflet, Charette, le Prince de Talmont. 
« Le but de cet ouvrage a été de faire envisager les guerres de la Vendée et de la chouannerie sous leur véritable aspect, et de leur rendre le caractère tout religieux que les passions politiques leur ont un instant dérobé. »";
Livre;FL 944 62 MON;Sur Place;Local;ARCHIVES POLITIQUES DU DÉPARTEMENT DES DEUX-SÈVRES;MONNET Émile;1889;1;I;Géographie et Histoire;Histoire Deux-Sèvres;"Histoire des élections législatives de 1789 à 1889. 
« Depuis le jour où le département des Deux-Sèvres a été créé, c'est-à-dire depuis 1790, sans interruption, sous tous les régimes, comme à toutes les époques, il a eu ses représentants, ses députés dans les Assemblées constituantes ou législatives. Émile Monnet, attaché à la présidence du Sénat, a cherché dans les histoires écrites sur le pays le récit non interrompu de sa part d'influence et de responsabilité dans les affaires gouvernementales. »";
Livre;944 64 PER;Empruntable;Autre;LE DIOCÈSE DE LA ROCHELLE DE 1648 À 1724;PÉROUAS Louis;1999;3;I;Géographie et Histoire;Histoire Charente-Maritime;"Sociologie et Pastorale 
Collection : « Bibliothèque générale de l’École pratique des Hautes Études » 
Tome 1 en trois chapitres (1648-1678) :
- La terre et les hommes : panorama géographique, la population urbaine, la population rurale des pays de plaine et de marais, de bocage. 
- La situation religieuse du nouveau diocèse : les églises protestantes, l'implantation de l'église catholique, le peuple catholique, les services sociaux, les communautés religieuses, le clergé séculier, la diversité religieuse des zones humaines. 
- Construire l’Église de Dieu : les épiscopats de Jacques Raoul et de Henry de Laval, organiser le diocèse, former un clergé plus digne, développer le mouvement réformiste parmi les communautés religieuses, faire adopter une nouvelle pastorale paroissiale, faire face au problème protestant.";
Livre;944 64 PER;Empruntable;Autre;LE DIOCÈSE DE LA ROCHELLE DE 1648 À 1724;PÉROUAS Louis;1999;3;II;Géographie et Histoire;Histoire Charente-Maritime;"Sociologie et Pastorale 
Collection : « Bibliothèque générale de l’École pratique des Hautes Études » 
 Tome 2 en trois chapitres :
- Rétablir l'unité religieuse (1679-1693) : convertir les protestants, changer les « nouveaux convertis » en vrais catholiques, mettre l'Église en état d'achever l’œuvre. 
- Stabiliser les réformes dans un humanisme chrétien (1694-1724) : les épiscopats de Charles-Madeleine Frézeau de La Frezelière et de Étienne de Champflour, consolider les progrès réalisés, promouvoir une religion plus humaine, développer les services sociaux, vers la tolérance à l'égard des religionnaires. 
- Bilan de 75 ans de réforme pastorale : les protestants et les convertis, le peuple catholique, les services sociaux, les communautés religieuses, le clergé diocésain, la diversité religieuse des zones humaines. 
Ouvrage augmenté d’une importante bibliographie, de tableaux statistiques, de cartes, plans et graphiques.";
Livre;FL 914 446 2 DEU;Empruntable;Local;LES DEUX-SÈVRES;Collectif;1965;1;;Géographie et Histoire;Géographie Deux-Sèvres;"Collection : « Richesses de France »  
Revue publiée avec le concours du Conseil Général des Deux-Sèvres. 
Les auteurs dressent un panorama des Deux-Sèvres « terre de tradition et de bon accueil ». Ils évoquent ses légendes et son Histoire, décrivent ses habitants et ses représentations. Ils proposent des itinéraires touristiques et mettent en lumière ses activités économiques. ";
Livre;FL B BRU;Sur Place;Local;MÉMOIRES DE Mgr J. BRUMAULD DE BEAUREGARD;BRUMAULD DE BEAUREGARD Jean Mgr;1842;1;II;Autobiographie ou Biographie;Autobiographie ou Biographie;Tome 2 : Monseigneur Jean Brumauld de Beauregard raconte son exil en Angleterre en 1793, son retour en France et son séjour en Vendée jusqu'en 1796, sa déportation à la Guyane de 1797 à 1801. ;
Livre;720 SIM;Empruntable;Autre;A la découverte des... STYLES FRANÇAIS;SIMMONET Maurice;1944;1;;Arts;Architecture.;"Collection : « A la découverte de... » - Les Éditions Ouvrières -
« Jeunes ouvriers, ce livre vous est dédié. 
En vous emmenant à la découverte des styles français, notre désir est de vous apprendre comment les arts se sont transformés en s'adaptant au cours des siècles aux conditions de vie du moment, et de vous faire savoir les efforts tenaces et sublimes des artistes et des ouvriers d'autrefois. »";
Livre;702 88 CON;Empruntable;Autre;DEUXIÈME COLLOQUE SUR L’ÉTUDE DE LA CONSERVATION, DE LA RESTAURATION ET DE LA RÉANIMATION DES ENSEMBLES HISTORIQUES;Collectif;1969;1;;Arts;Conservation, préservation, restauration;"Colloque de Tunis - avril 1968 
Conseil international des monuments et des sites 
- La médina de Tunis - Le problème de l'assainissement des centres historiques en Égypte, en Iran -Les aspects économiques de l'assainissement - Conservation des villes et des sites en Turquie, en Espagne - Étude morphologique de Kairouan - Le quartier du Marais à Paris. ";
Livre;FL 304 6 LEB;Empruntable;Local;LES HOMMES ET LA MORT EN ANJOU AUX XVIIe ET XVIIIe SIÈCLES;LEBRUN François;1975;1;;Sciences Sociales;Population (Démographie);"Essai de démographie et de psychologie historique. 
Thèse consacrée à l'étude d'une province typique de l'ancienne France : l'Anjou.
L'ouvrage est composé de trois parties : 
- Le pays et les hommes : la diversité des pays angevins, l'évolution économique manquée (1760-1789), la conjoncture économique, la population et les structures sociales.
- Les hommes et la mort : la mortalité, le personnel médical, l'équipement hospitalier, les conditions et les causes de la mortalité, la peste et la guerre, la famine et les épidémies.
- Les hommes devant la mort : foi et superstition, le spectacle de la mort, les fins dernières, la liturgie et le culte des morts. ";
Livre;385 1 WEI;Empruntable;Autre;LES CHEMINS DE FER;WEIL Pierre;1964;1;;Sciences Sociales;Transports ferroviaires aspects économiques;"- Histoire et évolution du chemin de fer.
- Les installations fixes : les voies, les ouvrages d'art, les gares, etc.
- Le matériel roulant : le matériel moteur, l'alimentation électrique, les engins de traction, le matériel remorqué, les systèmes de freinage, etc.
- L'exploitation technique : l'acheminement et le contrôle du trafic, les mesures de sécurité, le service des voyageurs, le transport des marchandises.
- Les transports urbains.";
Livre;582 13 DAN;Empruntable;Autre;FLEURS SAUVAGES à protéger;DANKWART SEIDEL Dr.;1979;1;;Sciences Naturelle et Mathématiques;Plantes Fleurs (ouvrages généraux);"Collection : « Guide Nathan/Nature »
Traduction française de l'édition imprimée à Munich en 1978. 
« Des photographies en couleurs reproduisent fidèlement l'aspect naturel des fleurs sauvages rares. L'identification est rendue possible par la description des caractéristiques, de l'habitat et de la répartition des plantes présentées parmi lesquelles de nombreuses orchidées ». ";
Livre;FL 944 044 GAB;Empruntable;Local;LA RÉVOLUTION ET LA VENDÉE;GABORY Emile;1925;2;I;Géographie et Histoire;Terreur 1793-1794;"Tome 1 - Les deux Patries - janvier 1789 à août 1793.
La Vendée militaire - L'application des lois révolutionnaires - Le conflit religieux - L'effervescence de 1791 - Les complots nobiliaires - Les deux Églises - Les deux Patries - Le soulèvement, les occasions perdues, les particularités, les causes - La Convention - Les combats autour des villes perdues et dans la Plaine - Pourquoi l'Armée des Côtes de La Rochelle n'a pu terrasser la Vendée.";
Livre;FL 914 41 LIG;Empruntable;Local;Guide des Pays de Loire;LIGER Florent;1978;1;;Géographie et Histoire;Nord Ouest de la France : Bretagne, Anjou, Maine;"« Terre de bâtisseurs et de poètes, de jardiniers et de vignerons, de mystiques et de politiques, les Pays de Loire constituent comme une quintessence de la France, un microcosme de son histoire et de sa civilisation. 
Précédé d'une introduction dense, appuyé sur un ensemble de cartes synthétiques, éclairé par une illustration inédite et complété par un index, ce guide vous suggère des itinéraires et vous invite à regarder ce qui mérite de l'être et à en comprendre les raisons . »  ";
Livre;639 28 LAC;Empruntable;Autre;les derniers BALEINIERS français;LACROIX Louis;1968;1;;Technologie et Sciences appliquées;Pêche à la baleine;"« Entraînés par leur proie, des latitudes polaires aux immenses déserts marins du Pacifique, les chasseurs de baleines, du temps de la marine à voiles, vécurent une des époques les plus fascinantes et originales de l'histoire de la mer.
Louis Lacroix a su recréer dans son livre l'exaltante aventure baleinière et l'épopée pittoresque et dangereuse de ces hommes, nomades de l'océan. » ";
Livre;FL 944 045 BIL;Empruntable;Local;LA VENDÉE SOUS LE DIRECTOIRE;BILLAUD Auguste abbé;1949;1;;Géographie et Histoire;Directoire 1795-1799;"Histoire de la Vendée étudiée entre le 29 mars 1796, date de la mort de Charette et le 18 brumaire en VIII (9 novembre 1799) à partir des rapports décadaires envoyés par les commissions des 58 cantons vendéens à l'Administration Centrale siégeant à Fontenay-le-Peuple. 
L'abbé Auguste Billaud retrace la vie des Vendéens après la guerre de Vendée, sous le Directoire, le calme relatif et le retour des « Bons prêtres », le coup d'état du 18 fructidor en V (4 septembre 1797) et ses conséquences sur le clergé, la faillite générale de 1797 et 1798, le culte chrétien et le culte républicain en l’an VII, les troubles de 1799 et la pacification.";
Livre;220 7 FIL;Empruntable;Autre;LA SAINTE BIBLE;FILLION Louis-Claude;1925;9;VIII;Religion;Bible Commentaires;"La Sainte Bible - Texte latin et traduction française - est commentée d'après la Vulgate et les textes originaux, à l'usage des séminaires et du clergé. 
Œuvre de Louis-Claude Fillion prêtre de Saint-Sulpice, professeur d’Écriture Sainte.";
Livre;FL 944 61 CUR;Empruntable;Local;LA VENDÉE À TRAVERS L’HISTOIRE;CURÉ André;1946;1;;Géographie et Histoire;Histoire Vendée;"Manuel pédagogique d'André Curé, instituteur public, à l'usage des établissements scolaires vendéens. 
Quatorze  leçons d'histoire depuis la Préhistoire jusqu'à l'époque contemporaine composent l'ouvrage.
Illustrations à la plume et cartes de l'auteur. ";
Livre;FL 796 51 Mau;Empruntable;Local;Les Mauges en marche - Sur les traces de la Foi;Collectif;2001;1;;Arts;Marche -Randonnée;"Itinéraires de promenades et de randonnées. 
Ce guide propose des itinéraires de découverte témoignant de l'empreinte de la foi dans les Mauges.";
Livre;FL 796 51 Mau;Empruntable;Local;Les Mauges en marche - Les chemins de l’Histoire;Collectif;2001;1;;Arts;Marche -Randonnée;"Itinéraires de promenades  et de randonnées. 
« Ce guide présente des itinéraires de découverte témoignant de l'Histoire du Pays des Mauges. Il constitue un élément de découverte du patrimoine historique, culturel, architectural, naturel. »";
Livre;FL 796 51 Mau;Empruntable;Local;Les Mauges en marche - Matières à marcher;Collectif;2002;1;;Arts;Marche -Randonnée;"Les circuits des métiers 
Itinéraires de promenades et de randonnées. 
Ce guide présente des itinéraires de découverte témoignant de l'activité agricole et artisanale dans les Mauges.";
Livre;930 1 Lap;Empruntable;Autre;LA PRÉHISTOIRE;LEROI-GOURHAN André - BAILLOUD Gérard - CHAVAILLON Jean - LAMING-EMPERAIRE Annette;1968;2;;Géographie et Histoire;Archéologie;"Presses Universitaires de France 
La finalité du livre, co-écrit par une dizaine d'auteurs, « est de montrer le grand effort qui se poursuit actuellement dans le monde pour saisir le passé antérieur à l'écriture, quelle place y tiennent l'Europe et la France. »
Après avoir présenté les sources de la recherche historique et les sources bibliographiques, les auteurs restituent l'état des connaissances au Paléolithique, au Mésolithique et au Néolithique en Afrique, en Asie, en Europe, en Amérique et en Océanie. Ils achèvent la présentation de la « Préhistoire » par l'exposé des problèmes méthodologiques, chronologiques et ethnographiques soulevés lors des fouilles.";
Livre;271 1 PER;Empruntable;Autre;LES TEMPLIERS;PERNOUD Régine;1983;3;;Religion;Ordres religieux et monastiques chrétiens;"Collection « Que sais-je ? » -  Première édition : 1974 
- Les origines du Temple 
- Architecture des Templiers : commanderies, constructions militaires, églises, chapelles 
- Épopée du Temple : activités militaires, la Terre Sainte 
- Administrateurs et banquiers 
- Arrestation et procès des Templiers 
- Le Temple devant la postérité.";
Livre;936 4 THE;Empruntable;Autre;HISTOIRE DES GAULOIS;THEVENOT Émile;1976;6;;Géographie et Histoire;Régions celtiques jusqu'à 486. Gaule histoire ancienne et préhistoire de la France ;"Collection : « Que sais-je ? » - Première édition : 1946 
- L'expansion celtique en Gaule 
- La société gauloise 
- les différents peuples ; les types d'habitat 
- La civilisation gauloise  : la vie active - la vie intellectuelle (art, langage, écriture, monnaie) - la vie morale et religieuse (mœurs guerrières, croyances et rites religieux) -  la vie politique et la fin de l'indépendance (Arvernes et Eduens, Romains et Germains. ";
Livre;930 1 GAN;Empruntable;Autre;LIVRES DE PIERRE OU PRÉHISTOIRE RECONSIDÉRÉE;GANZO Robert;1974;?;;Géographie et Histoire;Archéologie;"Collection : « Univers secrets » 
« En 1958, à Villeneuve-sur-Auvers et à D’Huisson-Longueville, Robert Ganzo découvrait les importants haut-lieux et les nécropoles des tout premiers villages où les populations dites « préhistoriques » se sont fixées et ont inauguré une civilisation agraire et villageoise. Mettant à jour des sculptures, il parvenait peu à peu à les déchiffrer - et bientôt à les lire. 
Ainsi apparut une somptueuse écriture, avec ses signes et ses idéogrammes et dont les éléments seront repris plus tard à Sumer et en Égypte. » ";
